utterance_id,emotion,speaker_gender,crop_side,start,end,path,vlm_analysis
Ses04F_impro02_M024,sad,M,right,267.35,274.19,utterance_clips/Session4/Ses04F_impro02/Ses04F_impro02_M024.avi,
Ses04F_impro02_M025,sad,M,right,275.1187,278.9096,utterance_clips/Session4/Ses04F_impro02/Ses04F_impro02_M025.avi,
Ses04F_impro02_M026,sad,M,right,289.87,299.6,utterance_clips/Session4/Ses04F_impro02/Ses04F_impro02_M026.avi,
Ses04F_impro03_F000,exc,F,left,4.6373,7.54,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F000.avi,
Ses04F_impro03_F001,exc,F,left,9.43,13.62,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F001.avi,
Ses04F_impro03_F002,exc,F,left,18.53,20.05,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F002.avi,
Ses04F_impro03_F003,exc,F,left,21.49,25.02,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F003.avi,
Ses04F_impro03_F004,exc,F,left,25.83,27.6331,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F004.avi,
Ses04F_impro03_F005,exc,F,left,27.65,29.283,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F005.avi,
Ses04F_impro03_F006,exc,F,left,30.57,32.97,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F006.avi,
Ses04F_impro03_F007,exc,F,left,39.54,50.47,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F007.avi,
Ses04F_impro03_F008,xxx,F,left,50.5,53.28,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F008.avi,
Ses04F_impro03_F009,exc,F,left,53.3,56.48,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F009.avi,
Ses04F_impro03_F010,hap,F,left,56.48,65.98,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F010.avi,
Ses04F_impro03_F011,exc,F,left,65.98,67.427,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F011.avi,
Ses04F_impro03_F012,hap,F,left,67.9,69.83,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F012.avi,
Ses04F_impro03_F013,exc,F,left,74.64,79.94,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F013.avi,
Ses04F_impro03_F014,exc,F,left,82.13,85.73,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F014.avi,
Ses04F_impro03_F015,exc,F,left,85.73,90.89,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F015.avi,
Ses04F_impro03_F016,exc,F,left,92.77,94.43,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F016.avi,
Ses04F_impro03_F017,exc,F,left,94.83,96.08,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F017.avi,
Ses04F_impro03_F018,exc,F,left,96.51,103.33,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F018.avi,
Ses04F_impro03_F019,xxx,F,left,106.21,107.89,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F019.avi,
Ses04F_impro03_F020,xxx,F,left,108.19,110.28,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F020.avi,
Ses04F_impro03_F021,xxx,F,left,110.56,112.18,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F021.avi,
Ses04F_impro03_F022,xxx,F,left,113.02,115.94,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F022.avi,
Ses04F_impro03_F023,xxx,F,left,116.5,118.3,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F023.avi,
Ses04F_impro03_F024,xxx,F,left,123.36,126.15,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F024.avi,
Ses04F_impro03_F025,xxx,F,left,127.95,133.03,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F025.avi,
Ses04F_impro03_F026,xxx,F,left,134.24,136.09,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F026.avi,
Ses04F_impro03_F027,xxx,F,left,141.36,143.51,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F027.avi,
Ses04F_impro03_F028,xxx,F,left,143.53,144.99,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F028.avi,
Ses04F_impro03_F029,xxx,F,left,145.04,150.64,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F029.avi,
Ses04F_impro03_F030,xxx,F,left,150.66,154.28,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F030.avi,
Ses04F_impro03_F031,xxx,F,left,158.36,159.68,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F031.avi,
Ses04F_impro03_F032,xxx,F,left,159.86,161.58,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F032.avi,
Ses04F_impro03_F033,xxx,F,left,164.12,165.42,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F033.avi,
Ses04F_impro03_F034,exc,F,left,165.7,171.0,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F034.avi,
Ses04F_impro03_F035,xxx,F,left,178.83,182.09,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F035.avi,
Ses04F_impro03_F036,exc,F,left,191.06,192.12,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F036.avi,
Ses04F_impro03_F037,xxx,F,left,192.19,193.99,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F037.avi,
Ses04F_impro03_F038,exc,F,left,193.99,197.96,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F038.avi,
Ses04F_impro03_F039,xxx,F,left,199.93,202.49,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F039.avi,
Ses04F_impro03_F040,exc,F,left,205.46,206.91,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F040.avi,
Ses04F_impro03_F041,exc,F,left,208.97,210.59,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F041.avi,
Ses04F_impro03_F042,exc,F,left,210.64,214.63,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F042.avi,
Ses04F_impro03_F043,exc,F,left,216.2,220.83,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F043.avi,
Ses04F_impro03_F044,exc,F,left,223.91,226.66,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F044.avi,
Ses04F_impro03_F045,exc,F,left,230.65,233.8048,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F045.avi,
Ses04F_impro03_F046,xxx,F,left,244.53,249.04,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F046.avi,
Ses04F_impro03_F047,exc,F,left,249.15,251.22,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F047.avi,
Ses04F_impro03_F048,exc,F,left,258.59,260.65,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F048.avi,
Ses04F_impro03_F049,xxx,F,left,262.26,267.51,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F049.avi,
Ses04F_impro03_F050,exc,F,left,267.59,273.67,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F050.avi,
Ses04F_impro03_F051,exc,F,left,273.6982,277.3952,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F051.avi,
Ses04F_impro03_F052,exc,F,left,279.54,280.91,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_F052.avi,
Ses04F_impro03_M000,neu,M,right,7.06,9.98,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M000.avi,
Ses04F_impro03_M001,neu,M,right,12.89,19.57,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M001.avi,
Ses04F_impro03_M002,sur,M,right,20.01,22.6,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M002.avi,
Ses04F_impro03_M003,exc,M,right,23.75,26.27,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M003.avi,
Ses04F_impro03_M004,exc,M,right,26.31,27.99,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M004.avi,
Ses04F_impro03_M005,exc,M,right,29.03,30.77,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M005.avi,
Ses04F_impro03_M006,xxx,M,right,32.64,39.97,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M006.avi,
Ses04F_impro03_M007,xxx,M,right,55.37,59.04,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M007.avi,
Ses04F_impro03_M008,xxx,M,right,65.6,66.86,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M008.avi,
Ses04F_impro03_M009,xxx,M,right,67.22,68.81,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M009.avi,
Ses04F_impro03_M010,xxx,M,right,69.51,76.36,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M010.avi,
Ses04F_impro03_M011,xxx,M,right,76.51,79.57,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M011.avi,
Ses04F_impro03_M012,xxx,M,right,79.62,82.43,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M012.avi,
Ses04F_impro03_M013,xxx,M,right,82.43,85.96,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M013.avi,
Ses04F_impro03_M014,exc,M,right,90.6,93.17,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M014.avi,
Ses04F_impro03_M015,xxx,M,right,94.06,95.24,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M015.avi,
Ses04F_impro03_M016,xxx,M,right,95.63,96.83,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M016.avi,
Ses04F_impro03_M017,xxx,M,right,102.78,109.36,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M017.avi,
Ses04F_impro03_M018,neu,M,right,109.89,111.35,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M018.avi,
Ses04F_impro03_M019,neu,M,right,111.45,114.12,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M019.avi,
Ses04F_impro03_M020,neu,M,right,116.7,125.48,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M020.avi,
Ses04F_impro03_M021,neu,M,right,125.73,128.52,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M021.avi,
Ses04F_impro03_M022,xxx,M,right,132.58,134.78,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M022.avi,
Ses04F_impro03_M023,fru,M,right,135.75,140.31,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M023.avi,
Ses04F_impro03_M024,xxx,M,right,140.48,142.93,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M024.avi,
Ses04F_impro03_M025,xxx,M,right,142.97,144.35,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M025.avi,
Ses04F_impro03_M026,xxx,M,right,144.37,146.03,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M026.avi,
Ses04F_impro03_M027,neu,M,right,153.86,156.64,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M027.avi,
Ses04F_impro03_M028,neu,M,right,157.47,158.68,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M028.avi,
Ses04F_impro03_M029,neu,M,right,159.24,161.43,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M029.avi,
Ses04F_impro03_M030,neu,M,right,161.5058,164.66,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M030.avi,
Ses04F_impro03_M031,neu,M,right,165.14,166.12,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M031.avi,
Ses04F_impro03_M032,neu,M,right,170.53,179.16,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M032.avi,
Ses04F_impro03_M033,neu,M,right,180.78,191.42,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M033.avi,
Ses04F_impro03_M034,neu,M,right,191.79,195.42,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M034.avi,
Ses04F_impro03_M035,neu,M,right,197.64,200.8,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M035.avi,
Ses04F_impro03_M036,exc,M,right,201.56,205.78,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M036.avi,
Ses04F_impro03_M037,exc,M,right,205.78,209.29,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M037.avi,
Ses04F_impro03_M038,exc,M,right,210.13,213.44,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M038.avi,
Ses04F_impro03_M039,exc,M,right,213.47,217.89,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M039.avi,
Ses04F_impro03_M040,exc,M,right,219.17,224.08,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M040.avi,
Ses04F_impro03_M041,exc,M,right,224.1,226.5218,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M041.avi,
Ses04F_impro03_M042,exc,M,right,226.5218,231.4599,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M042.avi,
Ses04F_impro03_M043,exc,M,right,231.4599,233.47,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M043.avi,
Ses04F_impro03_M044,xxx,M,right,234.1808,246.27,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M044.avi,
Ses04F_impro03_M045,xxx,M,right,248.59,250.64,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M045.avi,
Ses04F_impro03_M046,xxx,M,right,250.7,256.47,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M046.avi,
Ses04F_impro03_M047,neu,M,right,256.61,262.59,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M047.avi,
Ses04F_impro03_M048,xxx,M,right,271.59,273.79,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M048.avi,
Ses04F_impro03_M049,xxx,M,right,276.91,279.72,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M049.avi,
Ses04F_impro03_M050,xxx,M,right,280.58,282.5646,utterance_clips/Session4/Ses04F_impro03/Ses04F_impro03_M050.avi,
Ses04F_impro04_F000,neu,F,left,11.81,15.6242,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F000.avi,
Ses04F_impro04_F001,fru,F,left,15.85,25.22,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F001.avi,
Ses04F_impro04_F002,fru,F,left,28.23,33.9952,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F002.avi,
Ses04F_impro04_F003,fru,F,left,34.02,46.01,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F003.avi,
Ses04F_impro04_F004,fru,F,left,58.36,67.8,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F004.avi,
Ses04F_impro04_F005,ang,F,left,69.61,74.77,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F005.avi,
Ses04F_impro04_F006,ang,F,left,77.27,80.93,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F006.avi,
Ses04F_impro04_F007,fru,F,left,84.05,87.53,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F007.avi,
Ses04F_impro04_F008,ang,F,left,90.04,103.04,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F008.avi,
Ses04F_impro04_F009,fru,F,left,107.04,110.77,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F009.avi,
Ses04F_impro04_F010,xxx,F,left,111.48,114.58,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F010.avi,
Ses04F_impro04_F011,ang,F,left,114.6,117.48,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F011.avi,
Ses04F_impro04_F012,fru,F,left,120.4504,125.79,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F012.avi,
Ses04F_impro04_F013,ang,F,left,125.86,132.94,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F013.avi,
Ses04F_impro04_F014,ang,F,left,132.94,134.9,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F014.avi,
Ses04F_impro04_F015,ang,F,left,134.9,140.81,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F015.avi,
Ses04F_impro04_F016,ang,F,left,141.54,143.6,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F016.avi,
Ses04F_impro04_F017,ang,F,left,143.61,147.25,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F017.avi,
Ses04F_impro04_F018,ang,F,left,147.35,154.25,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F018.avi,
Ses04F_impro04_F019,fru,F,left,158.66,162.2,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F019.avi,
Ses04F_impro04_F020,fru,F,left,165.48,169.29,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F020.avi,
Ses04F_impro04_F021,fru,F,left,170.23,173.07,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F021.avi,
Ses04F_impro04_F022,fru,F,left,174.56,179.7,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F022.avi,
Ses04F_impro04_F023,fru,F,left,181.09,185.36,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F023.avi,
Ses04F_impro04_F024,fru,F,left,190.3,197.98,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F024.avi,
Ses04F_impro04_F025,ang,F,left,198.58,202.71,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F025.avi,
Ses04F_impro04_F026,fru,F,left,203.86,211.32,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F026.avi,
Ses04F_impro04_F027,fru,F,left,214.23,218.92,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F027.avi,
Ses04F_impro04_F028,fru,F,left,219.28,223.6,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F028.avi,
Ses04F_impro04_F029,fru,F,left,225.26,231.63,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F029.avi,
Ses04F_impro04_F030,ang,F,left,238.06,244.24,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F030.avi,
Ses04F_impro04_F031,ang,F,left,245.78,249.39,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F031.avi,
Ses04F_impro04_F032,fru,F,left,251.21,259.49,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F032.avi,
Ses04F_impro04_F033,fru,F,left,262.7,265.43,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_F033.avi,
Ses04F_impro04_M000,xxx,M,right,6.65,11.05,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M000.avi,
Ses04F_impro04_M001,neu,M,right,25.51,28.58,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M001.avi,
Ses04F_impro04_M002,neu,M,right,46.28,51.95,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M002.avi,
Ses04F_impro04_M003,neu,M,right,53.18,57.65,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M003.avi,
Ses04F_impro04_M004,neu,M,right,58.04,59.93,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M004.avi,
Ses04F_impro04_M005,neu,M,right,67.44,69.95,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M005.avi,
Ses04F_impro04_M006,neu,M,right,74.48,77.55,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M006.avi,
Ses04F_impro04_M007,neu,M,right,77.58,79.51,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M007.avi,
Ses04F_impro04_M008,neu,M,right,79.51,84.22,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M008.avi,
Ses04F_impro04_M009,neu,M,right,84.23,91.14,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M009.avi,
Ses04F_impro04_M010,fru,M,right,102.93,107.31,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M010.avi,
Ses04F_impro04_M011,xxx,M,right,110.47,111.77,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M011.avi,
Ses04F_impro04_M012,xxx,M,right,113.36,115.73,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M012.avi,
Ses04F_impro04_M013,neu,M,right,116.65,120.46,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M013.avi,
Ses04F_impro04_M014,neu,M,right,125.37,127.4,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M014.avi,
Ses04F_impro04_M015,neu,M,right,129.42,132.1,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M015.avi,
Ses04F_impro04_M016,neu,M,right,138.21,141.88,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M016.avi,
Ses04F_impro04_M017,neu,M,right,141.91,147.77,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M017.avi,
Ses04F_impro04_M018,neu,M,right,153.9,160.94,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M018.avi,
Ses04F_impro04_M019,neu,M,right,161.85,166.64,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M019.avi,
Ses04F_impro04_M020,neu,M,right,167.43,171.54,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M020.avi,
Ses04F_impro04_M021,neu,M,right,171.54,176.83,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M021.avi,
Ses04F_impro04_M022,neu,M,right,177.33,183.36,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M022.avi,
Ses04F_impro04_M023,neu,M,right,183.92,190.69,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M023.avi,
Ses04F_impro04_M024,xxx,M,right,193.64,200.0,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M024.avi,
Ses04F_impro04_M025,fru,M,right,200.23,205.99,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M025.avi,
Ses04F_impro04_M026,neu,M,right,210.56,215.33,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M026.avi,
Ses04F_impro04_M027,fru,M,right,217.72,219.71,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M027.avi,
Ses04F_impro04_M028,neu,M,right,223.31,226.14,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M028.avi,
Ses04F_impro04_M029,fru,M,right,231.48,238.26,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M029.avi,
Ses04F_impro04_M030,neu,M,right,241.4,244.35,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M030.avi,
Ses04F_impro04_M031,neu,M,right,244.39,246.65,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M031.avi,
Ses04F_impro04_M032,xxx,M,right,247.43,251.3448,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M032.avi,
Ses04F_impro04_M033,neu,M,right,254.13,256.39,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M033.avi,
Ses04F_impro04_M034,xxx,M,right,259.0733,263.11,utterance_clips/Session4/Ses04F_impro04/Ses04F_impro04_M034.avi,
Ses04F_impro05_F000,fru,F,left,7.37,9.93,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F000.avi,
Ses04F_impro05_F001,fru,F,left,12.39,14.4236,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F001.avi,
Ses04F_impro05_F002,fru,F,left,18.21,30.22,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F002.avi,
Ses04F_impro05_F003,fru,F,left,35.66,43.16,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F003.avi,
Ses04F_impro05_F004,ang,F,left,43.22,45.43,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F004.avi,
Ses04F_impro05_F005,ang,F,left,45.43,48.83,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F005.avi,
Ses04F_impro05_F006,ang,F,left,48.83,57.25,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F006.avi,
Ses04F_impro05_F007,sur,F,left,67.73,69.72,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F007.avi,
Ses04F_impro05_F008,ang,F,left,72.26,75.58,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F008.avi,
Ses04F_impro05_F009,ang,F,left,75.78,98.92,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F009.avi,
Ses04F_impro05_F010,ang,F,left,99.85,104.21,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F010.avi,
Ses04F_impro05_F011,ang,F,left,107.98,124.59,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F011.avi,
Ses04F_impro05_F012,ang,F,left,127.15,136.81,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F012.avi,
Ses04F_impro05_F013,ang,F,left,143.49,149.06,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F013.avi,
Ses04F_impro05_F014,ang,F,left,149.11,154.98,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F014.avi,
Ses04F_impro05_F015,ang,F,left,160.51,170.18,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F015.avi,
Ses04F_impro05_F016,ang,F,left,170.65,172.64,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F016.avi,
Ses04F_impro05_F017,ang,F,left,172.71,178.27,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F017.avi,
Ses04F_impro05_F018,ang,F,left,178.7,181.74,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F018.avi,
Ses04F_impro05_F019,ang,F,left,183.0,192.24,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_F019.avi,
Ses04F_impro05_M000,fru,M,right,3.76,7.99,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_M000.avi,
Ses04F_impro05_M001,fru,M,right,10.24,13.1,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_M001.avi,
Ses04F_impro05_M002,fru,M,right,14.25,20.22,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_M002.avi,
Ses04F_impro05_M003,fru,M,right,30.4451,36.73,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_M003.avi,
Ses04F_impro05_M004,xxx,M,right,41.88,44.39,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_M004.avi,
Ses04F_impro05_M005,fru,M,right,47.1689,49.93,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_M005.avi,
Ses04F_impro05_M006,fru,M,right,56.82,68.13,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_M006.avi,
Ses04F_impro05_M007,fru,M,right,70.46,74.59,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_M007.avi,
Ses04F_impro05_M008,fru,M,right,98.67,101.65,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_M008.avi,
Ses04F_impro05_M009,fru,M,right,104.07,108.43,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_M009.avi,
Ses04F_impro05_M010,fru,M,right,108.45,115.72,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_M010.avi,
Ses04F_impro05_M011,fru,M,right,115.76,119.54,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_M011.avi,
Ses04F_impro05_M012,fru,M,right,122.76,124.49,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_M012.avi,
Ses04F_impro05_M013,fru,M,right,124.49,127.04,utterance_clips/Session4/Ses04F_impro05/Ses04F_impro05_M013.avi,
